file_path,feature
Herosina_x_Pishro_x_Sinab-Vaghei-pDM6WnrbNB3JLA6OT.mp3,"[-131.73712     146.41812      -3.9761856    31.505003    -15.147988
   17.976261    -10.673073      5.5162363    -4.293321      2.4085414
   -6.789918     -0.77277356   -4.6534176 ]"
Poori - Asheghe To In Khoonam.mp3,"[-136.66772    134.29855     -2.379496    23.42055    -13.877205
   30.36187    -16.1962      19.275255    -5.6064897   -1.095162
   -7.83277      3.0094485   -5.130891 ]"
Naser-Abdollahi-Raaz-128.mp3,"[-136.44704    142.70341    -13.354019    39.010956   -11.286982
   26.165741   -15.733395     9.151907    -4.3017592    4.5255976
   -9.190682    -4.5028033   -1.2511749]"
03 Halam Avaz Mishe.mp3,"[-150.70438     146.45132     -20.788942     17.183638    -12.269945
   14.239076    -12.4353285     2.5831814    -6.211872     -5.86626
    0.47711015    5.46103      -3.0883253 ]"
Farzad Farzin - Oghyanoos.mp3,"[-133.88312    147.14049    -10.310574    39.690426    -1.1629771
   23.231976    -7.031111    10.949374     5.6025167    2.4335709
  -11.916106     2.4841125   -1.5709585]"
07 Akharin Nameh.mp3,"[-205.2151      136.96332      -1.8231038    25.151743      4.1166296
   15.67163      -5.584495      8.242051     -1.2595047     5.901631
   -0.43482575    3.0173743    -5.9324813 ]"
Mohsen Lorestani - Bi Vafaei (320).mp3,"[-131.15204    138.17499      3.7985764   41.42246    -16.627436
   22.793861    -9.938199     8.616673    -8.04821     -3.387722
   -4.0752063    3.3537183   -6.8567314]"
1|1 - Sardargom - Nabil Ace  Amir Khalvat (320).mp3,"[-143.13965     128.9594       -5.8716264    50.486206      2.1151886
   21.345612      0.8980342    13.962434      5.5818024     3.6856945
   -2.7290332     3.3471844    -0.36684293]"
Poori - Man Delam Pore.mp3,"[-1.77227371e+02  1.45582932e+02 -1.92070293e+01  3.80480728e+01
 -1.53484745e+01  1.91168919e+01 -1.49545155e+01  7.65027714e+00
 -2.90061188e+00  1.47818476e-01 -7.96995401e+00  2.28011131e+00
 -5.83699894e+00]"
Amir Khalvat - Roya.mp3,"[-179.9836      133.01266       3.7666688    30.443953     -7.0547295
   13.278125     -6.0068827     7.0001554    10.034858     -0.26832917
   -6.5442986     7.1126986    -2.1016593 ]"
nemidooni madar.mp3,"[-125.99021    135.22041     -5.4358525   35.91033     -2.7906618
   19.479574   -10.013587    10.966609    -2.396832     4.5993032
   -4.255688     5.667501     1.1961427]"
Zhiro - Mr. Saxobeat.mp3,"[-81.88665    113.03955    -31.218256    55.807358   -22.472124
  36.91082    -21.3035      16.57208     -7.4637423    6.5006714
  -1.8814874    0.36351755   4.7056317 ]"
Abrish Khan - Smack That.mp3,"[-147.75189    113.92702    -31.240366    49.40696    -20.460594
   23.174313   -13.191903    16.896128    -3.1782315    1.5010107
    3.4055927   -3.775158     5.537532 ]"
lele feed - Fly Project Toca toca.mp3,"[-135.11674    145.65324    -37.546       39.06266    -15.2266865
   24.421223    -8.745874    12.371999    -4.078335     7.2669888
    3.2300143   -0.5853062    5.488894 ]"
cookiecookiez_Love_You_Like_a_Love_Song_Selena_Gomez_The_S.mp3,"[-116.49643    119.962364   -19.259703    44.351864   -18.238388
   33.23136    -17.568474    16.782852    -4.0054812    5.533572
    3.5515745    8.352182    -2.3988192]"
To_Ra_Jooyam_b191MfVRvKE_140.mp3,"[-178.15843     164.2223       -1.3654636    32.17778     -10.084007
   13.36133     -10.470956      8.904047     -2.492585     -0.44203603
   -5.25177      -2.3860538     6.0952134 ]"
Barmigardam_3sIEgUNWITY_140.mp3,"[-176.58553    132.28496     -1.4743656   47.130577   -18.456955
   19.429796    -7.0783706    1.9587895   -4.629095    -5.870626
   -8.095437   -12.087737     2.3377447]"
SHENAYE-PARVANEEEEEEEE-Remix.mp3,"[-128.88274     144.59464      -7.6073375    46.433987     -2.5860033
   28.873438     -0.84061664    8.806608      3.4664943     5.8457737
   -1.3194261     8.2752695     5.689782  ]"
Pabarjam - Sina Sae (320).mp3,"[-153.24556    132.72466      4.6772485   32.49188     -6.489235
   26.030378   -11.833639     8.54996      0.8708883   -5.509034
   -4.1348567    4.18585     -1.9891089]"
Sina Sae - Moalagh.mp3,"[-145.48154    137.6117      19.346127    23.418135    -5.4246078
   25.896582   -13.488261     8.78343      1.2588284   -2.9867613
   -8.326511     6.173569    -4.0023894]"
Yasha - Sangfarshe Khiaboon (320).mp3,"[-102.065506    145.97621      -2.113955     18.279024     -9.4882
    9.219579    -16.864998      4.9440026    -2.7334914    -0.27992162
  -15.403133      6.9140325    -5.86961   ]"
Sina SaE - 34 (320).mp3,"[-124.1833      107.42463      -7.4539084    29.352802     -5.0163217
   24.047546    -10.334188      9.467064      3.3616726    -0.39607525
   -5.731407      4.483894     -9.4661045 ]"
Saeed_Payab_Bahram_Nouraei_Reza_Pishro_Afsos_Remix_By_Sae.mp3,"[-116.004074   141.62221    -27.966032    44.852566   -19.92746
   12.737671   -18.155748     1.3209058   -9.895243    -5.072227
   -9.798229    -2.3438177   -1.8529788]"
Thony_x_Tataloo_x_Ho3ein_x_Khalvat_x_Pishro_–_Terrorist_Win_Remix.mp3,"[-67.7863     121.58549    -19.47631     51.414543    -3.0708992
  28.834848   -10.633418    16.345755    -4.418478     5.865187
  -1.3144747    8.868428    -0.27326837]"
Reza Pishro Ft Ali Owj – Om.mp3,"[-118.85856    128.8701     -15.5142565   58.766087   -21.037159
   22.956682    -9.11833     11.689715    -9.162269     2.1347625
   -8.921116    -4.826614    -5.392696 ]"
Pishro - Boyz N The Hood.mp3,"[-1.5028983e+02  1.2485850e+02 -4.0081096e+00  5.3492867e+01
 -3.5139079e+00  3.1456091e+01 -3.4413663e-01  1.7872007e+01
 -1.0033295e-01  1.5048578e+01  6.7915863e-01  8.7206440e+00
  2.7171056e+00]"
@Free_RapHipHop - Reza Pishro - Solh.mp3,"[-8.9562157e+01  1.5177106e+02 -1.6503637e+01  4.3976318e+01
 -1.5338156e+01  1.9157223e+01 -5.2464213e+00  9.3379869e+00
 -7.0830169e+00  7.9743047e+00 -8.8967335e-01  7.0797451e-02
  1.6618233e+00]"
Reza Pishro - Batel Shod.mp3,"[-1.6508134e+02  1.4027248e+02 -1.6725452e+01  5.4175991e+01
 -2.7567600e+01  2.1320910e+01 -1.0339986e+01  7.5229464e+00
 -2.7981479e+00  3.3282297e+00  1.9875969e+00  1.5148583e-01
  2.6568067e+00]"
AMIS - Reza Pishro - Niloofar Abi.mp3,"[-1.5548927e+02  1.4190533e+02 -4.7444277e+00  4.7286152e+01
 -1.8152496e+01  2.5478638e+01 -4.8830280e+00  1.2286647e+01
 -1.8862749e+00  6.4320612e+00 -9.7864437e-01 -1.6464708e+00
 -7.1087219e-02]"
Pishro - Kasi Havasesh Beto Nist.mp3,"[-142.90636    128.0097     -17.57425     46.213966   -13.73702
   15.320512    -8.031962    10.030856    -8.562726    -3.1403675
   -6.745485    -6.633373    -4.845088 ]"
Reza Pishro - Finish Him.mp3,"[-113.83946    146.8968     -39.75767     42.80604    -15.938904
   13.178791     2.2849963   -0.1917344   -5.4815083   -6.2034893
   -4.1143727   -1.5414966   -4.111006 ]"
Reza Pishro - Zabdar (Ft. Sinab & Kiarap & Majhool).mp3,"[-1.21658264e+02  1.20546486e+02 -7.45933437e+00  6.09911118e+01
 -1.15659161e+01  3.29477386e+01  2.23191381e+00  1.93213654e+01
  4.05794289e-03  1.17807741e+01  3.37162328e+00  8.17491531e+00
  8.41805363e+00]"
Reza Pishro - Dasteto Khundam.mp3,"[-137.49812    143.16928    -15.592751    45.34321    -18.355776
   16.29587     -6.009087     5.678948    -6.4208765    4.18439
   -3.3754396    1.771763    -1.9137579]"
Reza Pishro - Hadaf.mp3,"[-109.65876     146.71829     -25.605528     47.755234    -13.6963005
    8.608045     -6.2376366    -0.46457598   -9.214688     -1.6723809
   -4.0204773    -6.542364     -5.1984105 ]"
obehag - Telegram Channel.mp3,"[-168.33365     153.47581     -22.908298     44.063004    -10.012383
   25.12715      -4.314107      6.424538     -0.95518863    1.2950013
   -2.8114824     3.6936567    -2.8316236 ]"
1719414274.mp3,"[-116.04216    113.384       -7.825037    40.90277    -23.971344
   36.083763   -10.184902    11.331383   -14.465018     7.1467466
   -2.5791104   -2.142038    -2.2394118]"
Mahdi_Xurshid_Ali_Lohrasbi_Feat_Hamid_Sefat_Ghafas_علی_لهراس.mp3,"[-135.50777    139.3246     -28.241999    27.615461   -16.686993
   17.366196   -17.726849     4.9445786   -8.248514    -1.0382675
   -8.855502     3.6776712   -1.0397879]"
Sadegh - Namayeshi Sade.mp3,"[-185.24922    142.20013     -8.33557     43.499912     0.3345538
   21.99159     -8.2281275    8.053109    -2.6618223    0.2501272
   -5.562646    -2.7283163    1.0847896]"
Saeed Payab - PooBon   Sadegh - Omid (Remix By Saeed Payab).mp3,"[-199.25015    119.49109      1.0938121   37.161648   -11.89265
   20.102648    -5.2391       5.572218   -11.736587    -6.364705
  -12.475928    -2.299013    -2.5133948]"
ShahinNajafi - Shahin Najafi - To Azam Badet Miyad.mp3,"[-74.89305   130.92195   -26.202896   58.944183  -16.19411    39.605423
 -13.945518   18.032082   -3.169797    4.633504   -2.5679224   1.5260382
   6.658517 ]"
02.Shayea - Amadebash (320).mp3,"[-137.69687    128.93144     -1.156131    43.305065    -3.8285942
   23.856163    -3.5525734   11.1570215   -1.9816502    4.2040477
   -8.017742     2.5322864   -2.940597 ]"
میتی_طوسی_ریمیکس_دشت_پروانه_ها_علی_سورنا_و_کوروش_وانتونز.mp3,"[-166.70192    154.71167    -13.0383415   53.525414    -8.191331
   12.031199     3.7777805   -7.0391297   12.274559   -12.336628
   -4.572326    -5.9513364   -1.6142178]"
Koorosh - Dashte Parvaneha (320).mp3,"[-209.27951     134.81795       7.858199     25.516363    -13.842925
    8.637958    -12.192791      0.73985827   -8.866905    -13.689733
   -7.5546207    -4.881283     -7.623143  ]"
Ehaam-Negar-256.mp3,"[-164.9461      132.9523        8.874826     46.13923     -11.18444
   21.173845    -17.602491     16.591194      0.170468      0.68667215
  -11.079032      9.461143     -1.6028395 ]"
30Bam Remix - Shapur VS Poori - Emaale (Fama x 30Bam Remix).mp3,"[-177.4094      112.78059      -9.516271     36.65635     -19.045187
   21.664612    -17.653196      8.072511     -0.32459462    1.361186
   -1.9308722     5.1523304    -2.604508  ]"
AUDIO-2021-05-19-22-10-46.m4a,"[-299.0104     142.87292     -6.9232717   19.821037    28.716702
   15.270241    14.885525    -8.005087    -5.518102     1.632317
   -5.6921988    1.618235    -6.104464 ]"
night_lovell_dark_light 128.mp3,"[-163.68356     144.6963        1.1722587    16.249786    -12.639417
    7.12994      -6.6500106    -0.61023766   -4.3288693    21.738354
  -10.877726     -2.5532334    11.262353  ]"
Soulja Boy - Bitcoin.mp3,"[-213.83136    111.81805      1.7097572   36.373894   -23.267685
   15.888231   -16.930597     3.3149633   -9.498848     6.6512904
   -4.765446     1.7538576   -4.9234886]"
Usher Feat Ludacris - Yeah.mp3,"[-128.35196    85.17585   -39.13473    44.667053  -36.095795   33.130318
  -20.429161   12.021531   -9.156218   12.216607   -4.577169   12.429614
    4.116466]"
stromae_alors_on_danse_remix-(3tarmusic.ir).mp3,"[-127.497505    121.171135    -12.013721     34.87824      -8.951433
   22.373398      0.68881845   14.679779      4.969257      8.9270115
   -2.503187      4.0994515     2.3476572 ]"
Hey S..y Lady - SHAGGY ft BRIAN and TONY GOLD.mp3,"[-144.44429    105.90652    -10.659347    39.51327     -2.0737445
   19.610973    -5.546328    16.728039     2.8674672   10.247618
   -1.0814409    7.2956057    3.0751717]"
Hiphopologist - Boz.mp3,"[-107.89837    122.96062    -38.808685    41.84293    -11.64447
   29.79966    -21.531961    13.577635    -6.2908897   -1.2130089
   -3.5346477    2.9870493   -2.0677762]"
fadaei_vs_ho3ein_-_bilit_69_fama_remix.mp3,"[-116.03099     133.47191     -28.51398      34.277687    -10.457547
   20.660795     -6.0446386     8.954626     -7.995328      4.2854342
   -1.3137882     1.0860156    -0.75708866]"
_Mohsen Yeganeh - Vabastegi (128).mp3,"[-175.86198     121.316055    -17.175367     36.264797    -14.638034
   25.057047    -15.962585     10.391105     -6.4332395    -0.59927887
   -1.4197383     4.21916       0.77731216]"
Googoosh-Do-Panjereh-256.mp3,"[-180.93507    147.57697    -20.015787    41.490623   -14.337259
   20.559479    -5.6357794   -2.1452506    1.1587999   -2.6495173
   -7.2005315   -9.694133    -3.284505 ]"
Mehrad Hidden - Dan-Dan.mp3,"[-1.4682968e+02  1.2965514e+02  3.3049116e+00  4.1784912e+01
 -3.9038815e+00  2.0590313e+01 -6.0244012e+00  1.3590073e+01
 -6.2534541e-01  1.0107410e+00 -5.0189734e+00  5.5194435e+00
  9.9091545e-02]"
Sangin.mp3,"[-198.19472     122.44665     -18.927595     40.779713    -20.558525
   24.739569    -16.091536     12.525742     -2.0047257    -1.4078869
   -2.6285126    -0.86865574   -2.0186229 ]"
Masti3(djsajjad & dream rap).mp3,"[-108.7071     123.21083    -26.12589     48.029858   -15.367338
   29.550884   -17.46963     12.876902   -10.4602785    4.2523007
   -7.855804     4.559817    -4.2984815]"
Lantan music - Amir Khalvat - Tehran Male To Nist.mp3,"[-140.64847     115.59139     -29.834927     43.517776     -7.56469
   14.050981    -13.276413      6.467869     -3.313867     -0.3337972
   -6.9099956     0.20380887   -1.2803534 ]"
Sadegh - Asemoone Abi (Ft Amir Khalvat) [www.AppAhang.com].mp3,"[-112.90315    143.64262    -31.917463    42.859993    -8.946281
   27.283302   -15.12144      9.047636    -4.6291547    3.3331177
   -5.892019     4.192755    -1.9230186]"
@Nalepale - Amir Khalvat - Oscar.mp3,"[-177.63605     101.99293      -5.1927214    39.222424      1.7961764
   29.851767     -8.3005905     6.6886115    -1.3542622    -3.1192489
   -9.053062      0.91931224   -0.9045567 ]"
06. Shayea Ft Amir Khalvat - Kojaei Dada.mp3,"[-59.588078   130.74817    -12.239185    44.468307   -11.369923
  24.943035   -19.484808    13.819226    -3.6351774    5.912859
  -9.31642      8.78515     -0.80719435]"
Amir Khalvat - Shahre Moosh Ha.mp3,"[-185.113       139.0138        2.0687206    41.985687      5.065818
   25.179218     -8.8355        7.1468935     8.777295      0.31283227
   -7.640182     12.755245     -1.6776384 ]"
RapiWar - Pas Man Chi  - Amir Khalvat - Aria Raamne.mp3,"[-97.47902   115.686584    6.733713   36.37728   -16.370161   23.299881
 -18.938818    6.6867476  -9.212995    5.732508   -9.612955    7.292382
  -2.011659 ]"
"Putak, Dorcci - EYN.mp3","[-197.60205    141.57236    -10.780417    37.836918   -11.104134
   18.937185    -2.0206103    3.435552     6.2877655   -4.9194975
   -2.43588      8.033589     1.6123022]"
Tehran Bozorg - Dorcci.mp3,"[-255.06746    145.11642     30.910383    21.115673     3.2073648
   20.989595     3.0046878    6.529484     4.6705265   -1.9192609
   -1.4812673    8.646301    -3.9803898]"
01 Sajadii.m4a,"[-160.71565    129.46443     17.412321    44.300446    -6.1627192
   30.201662    -9.305618     3.6785882    1.7398697    5.0559964
   -9.241547     1.6650257   -2.052966 ]"
Hayedeh - Biya Bargardim Beham(Soheil Mehrzadegan).mp3,"[-108.48187    117.21176     -6.3237596   29.713058    -8.650771
   10.490966   -23.77897     12.568009   -12.894765    -8.113797
   -8.630281     5.754176    -7.6543546]"
ahllam music - Sheytoon.mp3,"[-123.60457     96.09752    -19.67341     41.11817    -17.021917
   35.50098    -18.981844    26.1759      -5.188991    10.446474
   -5.2713513    8.484243    -5.827244 ]"
RadioJavan - sahar Ey Vay.mp3,"[-123.59532   107.52964   -18.98619    42.407913  -11.582163   30.101036
  -20.889204   24.414326  -10.876346    5.437877   -8.759955    9.047082
   -5.928411]"
Amir Khalvat - Paranoia (FreeStyle).mp3,"[-192.68298    133.07275      7.737813    35.591255   -11.968374
   21.78708     -6.9045424    3.50456     -3.6175246   -5.1873794
   -9.810128    -2.9819996   -2.5977662]"
Sajadii - Dastaye To (Ft Amir Khalvat).mp3,"[-158.70166    128.15758     -7.0929375   41.241966     0.6597924
   21.51546     -9.554844    12.266829     3.8392498    5.39929
   -4.6271863    5.31765     -2.2964256]"
"Lyra Entertainment - Amir Khalvat, Darab - Dige Chi Kame.mp3","[-163.92657    118.80437      6.6694355   43.810375   -11.629628
   32.054302   -11.468616    11.782302    -1.1848197    1.8174717
   -8.658514    -4.514621    -5.751766 ]"
Amir Khalvat - GHARIBE (Freestyle) [Official Video].mp3,"[-155.54837    134.13132     -3.2387023   49.63794     -4.327313
   25.801327   -10.760332     8.687869    -5.547792    -8.361443
   -7.498107    -5.0888968   -1.6852767]"
Fereydoun Farokhzad - Sahel Gham.mp3,"[-248.86787     207.02986     -56.211082     16.662907      7.177975
  -23.089743      9.25249     -13.041255     -6.526191      1.6148471
  -15.337049      0.82742894    0.8160107 ]"
Amir Khalvat - Donyaye Man (1).mp3,"[-128.27527    144.57726    -18.468485    31.329157   -14.497554
   17.453388   -10.76315      2.0839264   -1.1345679    2.0228174
  -10.589379     7.2186193    1.9527705]"
Armin barmaye x Sorena x Shayea - Delam Gire 2 (Fama Remix).mp3,"[-106.55211    128.44441    -14.615296    38.984028   -16.096865
   22.524862   -12.600286     6.331177    -6.0236316   -0.4884103
  -12.48687      8.302693    -2.3765337]"
alirezadwd - 05. Sabr.mp3,"[-176.69902    151.42252     -8.207033    18.731285    -7.5782175
   16.457521    -9.028288     6.859715    -1.9712541   -2.4089167
  -10.738965    -1.1244999   -2.1043959]"
par30rap_Sabr_2_Shayea_Ft_Justina_صبر۲_از_شایع_و_جاستینا.mp3,"[-226.90216    123.67953      1.3934982   28.400005   -10.802375
   25.18404    -10.624912     7.0358977   -2.173797    -1.230746
   -3.0594304    2.6617227   -5.805649 ]"
Chvrsi - Nabodi Baba.mp3,"[-160.95668     135.19884     -10.473388     40.05984     -11.079652
   15.888231     -8.339585      5.264975      0.5813542    -3.3532333
    0.23226845   -2.4862654    -5.782854  ]"
SoelChigini X Arsh - Qarargah (official Audio).mp3,"[-240.17093     115.4811       -3.391358     26.239548     -0.43321368
   17.492653     -4.735242      1.0221235    -6.752139     -8.516422
  -12.4963255    -7.4481106    -4.303619  ]"
mohsen-namjoo-az-houch-me-320.mp3,"[-377.6645     124.14445     -4.9778333   14.710418    -2.760968
    3.7647846   -3.0679157   -8.395132    -5.865714    -9.575335
  -11.977516   -14.191264   -11.193313 ]"
"Alireza_Ghorbani,_Arash_Gooran,_Tehran_Philharmonic_Orchestra_–.mp3","[-2.5286948e+02  1.5719867e+02 -1.0583364e+01  3.7579426e+01
  3.8468249e+00  1.1383188e+01 -8.6267138e+00  2.2378953e-01
 -7.9944827e-02 -4.8557711e+00 -2.9073787e+00 -3.6867031e-01
  4.5857286e+00]"
Leila Forouhar - Del Ey Del.mp3,"[-156.19624    139.43613    -30.012037    45.7235      -3.4836771
   15.615362   -11.715893    11.603334    -7.17338      5.963303
   -7.3647413    1.9051676   -1.9436977]"
"Death_Speaks_No_1,_You_Will_Return_Shara_Nova_Owen_Pallett.mp3","[-3.3933337e+02  1.3391086e+02  2.9603121e+01  3.4612212e-02
 -3.6412401e+00  4.7718950e-02 -1.9124929e+01 -8.4399099e+00
 -3.2145467e+00 -1.2540879e+01 -6.4481421e+00 -2.8487775e+00
 -4.8561344e+00]"
Reza Pishro & Ali Owj - Avatar 2 (320).mp3,"[-129.56169     134.89069       1.8277179    24.603695    -17.42154
   17.686121     -4.0247397     6.554662     -1.7663286     9.574235
   -0.33064786    6.8159556    -4.582177  ]"
@Hermanmood1 تلگرام - Eshgh Nist (1).mp3,"[-192.32211     135.78287      -7.3561544    26.466179     -7.185667
   30.806406     -5.9108095    10.88875       0.99934256   -0.5080351
   -3.2120876    10.724152      5.956565  ]"
Reza Pishro - Avatar.mp3,"[-146.54283    118.58017     -6.613224    48.055183   -16.685898
   19.535713   -12.141381     8.850241    -3.168942     6.747715
   -6.33862      2.950461     0.7040148]"
Kako Band - Fall.mp3,"[-143.95694    123.571434   -13.168525    49.193142   -15.480871
   14.95387     -9.496904     5.5991516   -6.620063     3.4616163
   -5.246989    -4.1386814   -0.6214766]"
Kako Band - Invite (Hoco Hoco).mp3,"[-132.85347    110.73295     -9.006014    46.68365    -20.900787
   13.417038   -15.110007     6.0960884   -8.096264     2.2921212
  -10.243648     2.7400742   -2.2384982]"
Kako Band - Dance In Fire.mp3,"[-1.25551620e+02  1.13741455e+02 -1.39324760e+01  5.31936493e+01
 -1.51976814e+01  3.37244263e+01 -9.79575443e+00  1.87728100e+01
 -5.91878128e+00  7.60679388e+00 -6.22457981e+00  6.34079170e+00
  1.14368841e-01]"
Kaleo - Way Down We Go [pleer.com].mp3,"[-171.06215     159.0622       -0.47152042   28.21003       7.1762986
    9.774259     -9.139463      6.6216164     3.701278     -2.096531
   -3.2701726     4.3151007    -1.813717  ]"
Chavoshi & Hayedeh – To Dar Masafate Barani .mp3,"[-1.66722977e+02  1.64237854e+02 -2.57962704e+01  2.80276546e+01
 -1.58385500e-01  1.23794985e+01 -1.05730257e+01  6.42456007e+00
 -2.53329992e-01 -7.34942245e+00 -2.81637049e+00 -3.58623362e+00
 -4.17444420e+00]"
Remix 2.mp3,"[-117.37628    117.6327       1.5343268   37.703415    -9.349001
   25.651285   -12.374663    12.671712    -3.8435526    2.7308745
   -5.6356587    6.1395235   -1.4983683]"
Reza Pishro Ft  Deon - Ghoghnoos.mp3,"[-95.28685   115.442856    4.1164336  20.613033  -10.57419    22.566118
 -14.121695    7.5857654  -6.846497    2.711037   -7.934737    4.2457395
  -2.3475485]"
fa_sh_d_adidas_Amir_Tataloo_Pishro_Tohi_Ho3ein_Hale_ت.mp3,"[-118.63429    137.09181    -26.683378    42.25318    -15.558663
   18.289322   -11.201587     6.156183   -10.345938    -9.132647
   -6.093189    -1.7820971   -4.459455 ]"
RapiWar.mp3,"[-145.74666    123.33653    -15.1115465   33.444958   -13.364115
   25.448038   -11.082124    14.920228    -4.7596145    5.6091776
   -6.0427017    2.0878747   -1.9349158]"
03 - Raftam Too Delesh (feat. Shayea).mp3,"[-129.52722    118.956276    -5.792604    24.197899    -9.270823
   29.144077   -14.525996    15.279675    -5.048628     8.882571
   -4.673095    -2.7564573   -2.9819334]"
Mehrad Hidden FT. Shayea – Romania.mp3,"[-138.25156    147.08855     -4.412752    42.796375     0.6690272
   24.924007    -5.019829    13.705137     3.8112051    3.2501333
   -2.5212615    2.494315    -0.8653344]"
Reza Pishro - Dardesar (Ft Canis).mp3,"[-160.03404     120.58057      19.449942     49.679607    -18.243294
   26.004814     -7.7172246    15.446787     -1.0319456     1.4659188
   -6.1326323     9.518617      0.39558366]"
Rapiran_i.mp3,"[-159.15434    131.4385     -17.601574    39.463257   -20.347885
   22.133835   -13.308494    11.33886     -5.56634      1.0364131
   -2.0559084    1.5723476   -3.7760859]"
Fmt.soleymni - Ye Moghehaei 2.mp3,"[-153.28877     127.41459      -6.7976685    43.04907     -13.907489
   25.439898    -14.238584      9.083604     -5.478207      3.7200503
   -6.710601      4.095889     -0.39495024]"
- Alireza Kamali - Shayea - Ahle Naa Ahli.mp3,"[-139.65924     140.19524     -10.341286     43.86064      -4.4235935
   22.496557     -7.2143254    11.460486     -0.14227311    2.9260292
   -4.760293      3.3853672     0.71984345]"
russell - In Manam.mp3,"[-142.14606     133.40958     -16.092525     44.898228    -12.944666
   33.324512    -10.638585     13.492633     -0.21124153    6.97075
   -7.3407617     4.5387077    -0.6073564 ]"
BLH Remix - Thugz (BLH Remix).mp3,"[-105.632164   143.85332    -19.559977    36.441017    -5.9984717
   29.740807   -13.714294     8.144111    -1.220916     4.0990024
   -3.3745232    1.8684039    3.5740004]"
Atlantic Records - Work Hard Play Hard.mp3,"[-98.13721   130.40161   -18.386332   42.76054   -17.829248   23.423897
  -8.239132   17.134563   -2.8212113  10.048402   -1.5553284   2.6319978
   1.935482 ]"
Doçend x Solegasimova - Hesret Negmesi _ Tiktok Mix.mp3,"[-151.96324     124.7932      -19.06394      42.886837     -7.1603265
   25.885286     -9.556678      6.29084       2.2873437    -0.66600627
    6.193898      6.705753     -1.368735  ]"
Armin Zarei - Begoo Kojaei.mp3,"[-149.41743     123.25093       8.222545     36.98728     -23.568491
   23.85878      -6.1877146     6.5298786   -12.689562      3.6413941
   -3.5558386     4.020128     -0.93033266]"
Armin Zarei - Hala Hey (320).mp3,"[-121.91826    101.725        7.5778866   36.080944   -13.935962
   24.22861     -5.5913615    8.730659    -6.160486    11.901254
   -5.575094     7.5065107   -2.218148 ]"
YAS - YAS - Man Edameh Midam (Ill Continue).mp3,"[-119.71671    102.96163    -22.9503      32.4332     -17.987556
   21.915815   -18.503479    16.22266    -10.746718    15.627889
   -6.2981086    8.160615    -4.0215254]"
Ali Sorena - Akharin Vasvase.mp3,"[-8.1359222e+01  1.4678310e+02 -1.9459358e+01  3.8240337e+01
 -1.7265238e+01  3.0055738e+01 -8.1788435e+00  1.1563112e+01
 -4.8051376e+00  2.9317825e+00 -4.4626937e+00  2.0022380e+00
 -5.6977000e-02]"
Jamin - 'Vali To' Song - RadioJavan.com.mp3,"[-128.61984     159.26982     -19.69343      44.298374     14.637379
   19.177929     -5.536675     11.116803      1.5889001    -0.76298726
    3.2065208     5.305664      1.1340171 ]"
-ساقی-آرامم-کن_99933.mp3,"[-90.6063    122.90642   -23.104021   60.39466   -10.856453   32.41617
 -23.471323   25.737694   -1.3630888   5.605231   -8.934317    8.533888
   2.0014112]"
Khodaverdi Brothers Maste Mastam Kon.mp3,"[-93.56801   133.83508   -28.796019   54.305305  -21.756802   17.807528
 -18.796244   20.60881    -5.43588    -0.9927378  -6.623228    1.2168173
   5.0493984]"
5_1104292789664987996.mp3,"[-133.69582    138.95294    -13.749225    49.595394   -19.627972
   24.556726   -13.896477    12.896797    -5.8918576    5.6680984
   -4.244701    -3.024052    -1.380167 ]"
Morteza Jafarzade - Dadashi 2 (320).mp3,"[-1.01615746e+02  1.33216843e+02 -1.98468990e+01  5.35135078e+01
 -1.82521324e+01  1.84163609e+01 -1.13591709e+01  1.05357857e+01
 -4.50282478e+00  1.31531522e-01 -2.72438765e+00  5.17047119e+00
 -2.54065561e+00]"
30Bam_Remix_Beem_30Bam_Remix_Yas_x_Sorena_x_Bahram_x_Rez.mp3,"[-203.06363    127.95799    -12.406983    36.548145   -13.514445
   23.429636   -11.320762    11.164827    -1.556301     4.9602423
   -1.7863559   -2.5236387    1.0660888]"
TRFN - TRFN - U Do (feat. Siadou).mp3,"[-1.97296310e+02  1.34001694e+02  1.21998396e+01  4.18511314e+01
  7.49499178e+00  2.49440403e+01 -4.17427015e+00  1.68327923e+01
  3.42595601e+00  1.55189610e+01 -1.75345898e+00  1.18818834e-01
  7.76214027e+00]"
KOJ. - Call Me.mp3,"[-152.04681    135.1487     -23.788189    49.43498    -18.789543
   23.248549   -10.215118     9.7158985   -5.36563      6.859124
   -9.948967     2.7084422   -2.348346 ]"
Demeter - Demeter   ISHNLV - Ad Kolima.mp3,"[-143.14006    119.12275    -13.753555    53.46245    -17.873333
   24.37391    -15.298184    11.566758    -6.0916896    6.0781045
   -0.9526674   -4.1527653   -3.250992 ]"
Sina Saei - Pa Bar Ja (320).mp3,"[-153.25117     132.72896       4.675239     32.494823     -6.493941
   26.031784    -11.835788      8.550607      0.87083566   -5.509068
   -4.133858      4.185126     -1.9858683 ]"
Mahdyar - Hichkas - Oon Mesle Dadasham Bood.mp3,"[-188.07603     105.41956     -29.660652     35.13606       2.4282866
   21.33126      -9.833502      9.614843      1.1407982     0.32028955
   -7.447723      8.665739      2.8673239 ]"
