file_path,feature
1726955531_MOSTAED - Zombie ( Ft. Majhool ).mp3,"[-167.28923     137.26398     -12.483672     44.03808      -7.0462227
   33.989513     -5.7566147     5.3386707    -7.6634583     0.98423535
   -4.877155     -2.195313     -2.0555034 ]"
1727013599_Meshki - Back To Black.mp3,"[-104.886566   116.54838    -29.585743    42.04066    -19.029474
   23.801916   -16.179438    15.432773    -7.891844     6.96188
   -3.9583957    4.6722074   -3.2941325]"
the-evpatoria-report-taijin-kyofusho[mp3freex] (1).mp3,"[-181.4445     138.34215    -14.411486    31.217396    12.6261
   24.98564     -9.004782     9.399023    -2.517645     5.7182794
   -2.8600936   -0.6566404    0.6809798]"
Alcest - Autre Temps.mp3,"[-146.93195    167.1368     -43.553963    34.91701      9.788874
   20.667086    -6.296357     7.7700334    4.366539     5.8578315
    7.557024    -3.084162    -0.8117114]"
kourosh_yaghmaei_paeez.mp3,"[-2.0874934e+02  1.7679276e+02 -2.7940409e+01  2.4451920e+01
  6.8225102e+00  2.9924910e+00 -3.2326019e+00 -1.5318593e+00
 -1.9154459e-01 -5.7117181e+00 -2.7956874e+00 -8.6974497e+00
 -6.4700527e+00]"
Black-Cats-Dafi-Joon.mp3,"[-84.17517   127.48223   -42.569317   45.408752  -17.660042   32.23057
 -13.476457    8.41187    -9.046175    7.7167025  -0.154052    0.7402849
   1.0884557]"
Amirhossein Eftekhari - To Jani.mp3,"[-90.51485   129.7988      4.2717695  23.301054   -6.6601934  27.979183
 -13.710784   22.496395   -4.9512067   8.208616  -11.878717    9.443311
  -1.8899927]"
Naser-Pourkaram-Deltange-Toam-128.mp3,"[-92.76682   115.28346    -6.527859   49.002247  -24.811583   27.498287
 -21.280802   19.472563  -15.2468      8.884384  -20.094925    3.1196742
  -3.528459 ]"
Hoorosh-Band-Mahe-Delam-320.mp3,"[-1.25018135e+02  1.29245209e+02  3.80398870e+00  3.50989647e+01
 -1.75096798e+01  2.16629333e+01 -1.14166489e+01  5.33362484e+00
 -1.18185024e+01 -4.48351443e-01 -9.84920502e+00 -8.26337039e-02
  3.91932398e-01]"
Ali-Abbasi-Range-Cheshat-128.mp3,"[-126.80778     130.90187       4.0287786    35.775528    -14.193599
   27.131792    -11.409425     12.834271    -10.795074      8.305626
   -7.7623277    -0.36787027   -2.8302107 ]"
cc88bf2f330b902ad74b92d47808cfa22654013-360p.mp3,"[-214.40277    245.9675      -8.156652   -55.29767     20.361729
   14.963506   -34.602177   -18.585268    11.524258    -9.060239
  -22.936594     1.2882351    6.0395994]"
17_erfan_ft_sogand_-_montazer.mp3,"[-61.248505  103.874954  -18.507568   36.88106   -21.102407   25.316298
 -18.300209   12.597305   -7.863841    3.8602543  -6.424371    8.034502
  -7.3202844]"
11_-_yadete_-_erfan_sogand_128.mp3,"[-74.88981   119.33683   -29.841372   48.82233   -13.406084   29.283524
 -13.880878   19.229382   -7.597101    4.856672   -3.1751668   5.4403644
  -1.6150811]"
autumn-came-poetry-music.mp3,"[-187.17134     182.92247     -66.00779      44.413074     -8.463604
    3.6724193     0.23522376  -13.970843     20.30795     -16.071156
   -4.4830465     0.31358016   -4.806002  ]"
Saeed Soltanpoor - Paeez Amad.mp3,"[-148.47281    247.44429    -35.04668    -25.524895     4.090726
  -15.083104   -11.322737   -10.006533    -4.2138953   -7.377946
  -11.22302     -2.8393948   -7.810919 ]"
1726932431_Ahood - Gharibe Ashna (with. Sohaa).mp3,"[-158.69197     133.46127      -0.9850991    43.473007    -13.230943
   28.867945    -13.877817     15.274392     -3.979084     -0.24483022
   -3.5869935     2.6889236    -4.866531  ]"
Hossein RangChi - Gerye Kon (Crying now).m4a,"[-2.6004105e+02  1.4260086e+02  6.3972769e+00  3.2621635e+01
  8.7311735e+00  2.4064758e+01 -6.7907166e+00  5.5082970e+00
 -1.2724829e+00 -9.9098988e+00 -3.7434127e+00 -1.6708974e+00
  9.0575829e-02]"
LIL DEMON - Future.flac,"[-130.91443    145.05565    -26.41738     42.546455    -5.6654644
   38.793346     2.252818     7.1027994    6.8956847    4.1216908
    2.3724759    3.9463425    4.6760554]"
Future - TOLD MY.mp3,"[-133.16719    154.99547    -17.793741    22.34712    -11.330865
   24.62952     -1.2423339    7.338651     1.445853     0.6449488
    1.2808642    4.8551416    0.809997 ]"
1394626951.mp3,"[-115.776535    152.73291     -19.293768     42.61978      -0.17179374
   17.838314     -0.99433386   15.330474      3.4456806     1.63254
   -1.563488      5.837567      5.2099    ]"
اسحاق انور - دفتر ماه.mp3,"[-383.14322     175.54303      17.712152     15.682493      2.8790338
   11.29064       4.0158353    -9.299057     -5.0524535     0.64242876
   -9.460603    -12.375217     -2.611546  ]"
Future - BRAZZIER.mp3,"[-112.42556    138.57828     -3.7942815   50.923847    -8.666549
   38.161697    -3.476492    14.016284     6.2489233   13.171304
   -1.5662385    7.6425476    2.2113228]"
Future - OCEAN.mp3,"[-179.63875    148.62689     12.036036    29.344627    -3.1195982
   24.787104     3.7216103   10.160744     2.9704268    3.250502
    6.2495556    1.3880224    4.508142 ]"
Future - SURFING A TSUNAMI.mp3,"[-142.62277     140.81276     -11.467214     24.63233     -18.65896
   27.526718    -11.701931      0.36688986   -6.7951503    -1.7688268
   -8.536261     -0.16186903   -3.593805  ]"
Future - READY TO COOK UP.mp3,"[-115.70948     163.77626     -14.365952     24.81647     -12.885763
   38.353592     -8.12331       8.323665      3.4194033    10.116332
    3.782439      4.835083      0.88953584]"
Scorpion.mp3,"[-173.20891     89.62206    -16.53005     36.175022   -11.464987
   29.406256    -7.4230466   21.244596    -7.153439    12.54624
   -2.947337     5.711552    -2.1642969]"
"1726751523_Punchy_Azmayeshgah_S3_11_Prod_More_Shahin,_Benam.mp3","[-1.5886176e+02  1.2556810e+02 -2.7953178e+01  4.8835075e+01
 -4.1959491e+00  1.9510778e+01 -4.2888279e+00  1.1717358e+01
 -1.1253858e+01  2.4866917e+00  6.0633574e-02 -3.5878842e+00
  3.1957984e-01]"
Kajkolah Khan - Amir Khalvat.mp3,"[-152.96591     174.2494        6.528513     33.636776     -6.2548866
   14.121104    -11.644983      7.2048206     0.31733575   -4.0277576
   -3.335318     -3.3214052     0.6973849 ]"
1|1 - Mazerat nemikham - Kaboos  Motreb (320).mp3,"[-169.93321     146.31958     -10.45568      34.499107     -0.9277762
   16.103958     -9.916546      6.088967     -3.9899077     0.88064975
   -9.622862      3.7843852    -4.912843  ]"
"@Nalepale - Chill - Bbal , Ravi.mp3","[-136.03577    138.89961    -13.247207    42.138206    -8.841922
   25.837841    -8.404609    11.502322    -5.773267     4.1334376
  -16.099825     3.6334476   -6.5841413]"
‎⁨5 - کف اقیانوس  Ocean Floor⁩.mp3,"[-248.10205    181.12672     -0.6581231   29.320726     6.8636823
   19.80527     -7.8792534    9.804401     3.9330423    1.3197758
    4.914135     4.1070385    1.1847757]"
جنگجو the Warrior.mp3,"[-348.71637     152.35477      19.221674     20.896544      9.250684
   23.130493     -0.61346596   -2.535361     -3.8631318    -1.018801
   -7.0210066   -12.183571     -7.764872  ]"
جای تو خالی - You Are Missed Here.mp3,"[-207.40489    127.61613     -7.5038137   38.050262    -1.9413275
   19.882566   -15.359497     4.380245     3.31889     -9.851405
   -2.059933    -4.594591    -3.9562163]"
Vesal - Kankash (320).mp3,"[-153.71606     145.49402      11.22369      37.531933    -15.998908
   20.432894    -14.763412     14.703101     -4.295551     -2.9395406
   -6.3108807     6.483561     -0.21899135]"
SoelChigini - Koofeh.mp3,"[-100.609566   108.3562       1.0397071   36.252186   -25.005156
   15.469931   -10.12141     11.87253     -2.1284754    7.9243846
   -3.0940995    7.5746636    2.9388053]"
SoelChigini - Parva.mp3,"[-1.9654875e+02  1.2896117e+02  2.4733671e+01  4.1824253e+01
  3.8953340e-01  2.0078430e+01 -7.1926417e+00  7.1752138e+00
  1.1778921e+00 -1.1159563e+00 -5.5248575e+00  1.8059678e-01
 -2.9851644e+00]"
RapIRAN_i masin blackout.mp3,"[-128.55719    131.68126    -10.824126    36.89008    -16.87319
   25.741415   -12.962026    14.529292    -3.0408072    6.7067485
   -8.66438      3.1404512   -4.7611403]"
Bi Ensafi nakon Remix (320).mp3,"[-158.30609    149.41962    -35.644543    23.6605       3.3839312
    8.101909   -11.487248    14.112214     1.3000287   -7.609863
    3.382826     4.5532484   -3.8453588]"
Lil Peep & French Monatana – Can't Explain.mp3,"[-143.44452     150.57846     -31.478125     14.524372     -9.197297
    5.2537622   -17.03045       0.18577471   -2.7364523    -5.9926224
   -3.4820619    -3.08976      -3.61161   ]"
Delam Tange - Vinak (320).mp3,"[-146.91399     130.52928       3.182662     23.537642    -16.380087
   21.708405     -8.997185      6.5036807    -7.6474338     0.711562
  -15.879649     -0.88106906   -7.175802  ]"
"Mahdyar_Fadaei_Timarestane_Dahe_60_prod_Hekmat,_Mahdyar.mp3","[-131.04727     134.46115     -24.409212     39.61545      -8.591566
   25.021862     -8.331908      6.118151    -12.981483      5.1267858
   -6.4733715    -2.1103725     0.55988747]"
Darbari - HesamAbkoon.mp3,"[-142.66327    125.41422      2.1762493   45.322582   -11.242562
   36.187584    -9.416183    11.631068     2.7436278    7.4523005
   -3.3091125    0.8292818    2.7502084]"
Kankash - Nobel.mp3,"[-186.66353    113.86227     -2.3482697   29.716059    -0.2721904
    9.627459    -6.358457     2.838535    -4.656314     2.6796718
  -12.418772     5.3279033   -0.9426348]"
Shayea-Az-Avval-320.mp3,"[-129.58392    112.48634      4.3718014   50.510292   -20.049227
   36.177307   -16.214548    13.700909    -5.2098184   13.905681
   -8.207349     8.993728    -1.738209 ]"
او_و_دوستانش_he_and_his_friends_–_مروارید_Pearl.mp3,"[-240.65591     180.20892      -3.2099524    33.626904      0.93345433
   20.317871      0.7412635     4.446353     10.361327     -3.1768408
    6.1935444    -3.0167553     2.3800402 ]"
‎⁨4_امروز_خیلی_غمگینم_I'm_So_Sad_Today⁩.mp3,"[-2.4600064e+02  1.7690843e+02  3.7506697e+00  4.2763748e+01
  4.4932518e+00  2.1552944e+01 -2.7525332e+00  3.0130804e+00
  7.9788108e+00  1.5196542e-01  5.1800590e+00 -1.6137632e+00
  4.1315708e+00]"
Mohsen Namjoo - Shirin.mp3,"[-157.16234    121.82934     -5.451286    28.180498    -2.0175917
   16.420452    -7.822262     9.105377    -2.2670434    0.4209129
   -2.2713728    1.7758366   -2.9071403]"
Ramesh-Bi-To-Man-Kasi-Nadaram-320.mp3,"[-3.3055502e+02  1.7748663e+02  3.5016563e+01  1.9464535e+01
  3.4000597e+00 -1.2237738e+01 -7.3148856e+00  4.4069080e+00
  5.3323400e-01 -1.0551622e+01 -7.7732196e+00  1.4695649e-01
 -2.6079445e+00]"
Ramesh-Az-Khodam-Badam-Miad-320.mp3,"[-256.86038     160.54622     -43.926098     33.91798      -3.776632
    5.7737327    -9.666102     -7.7956505     3.5082693   -11.203456
    1.6675242    -0.30915537   -0.9664255 ]"
Man Vojoudam Male To.mp3,"[-291.14017    176.5365      21.376383    10.223257    -1.193889
    2.2606366    0.5822765    3.2773907    5.907456   -10.05032
   -4.1608195   -1.5128871   -9.072298 ]"
Kankash - Delaram.mp3,"[-115.7354     135.08488      7.9116254   45.433582    -9.558952
   21.33935    -10.693427     3.144523    -1.9529995    2.9246507
  -12.114895     3.688882    -4.0946426]"
Kankash - Naagofteha 01.mp3,"[-139.27518    161.75261    -14.25916     22.793568    -1.9642869
   20.712086   -18.032116     4.0548525   -8.584365    -7.56414
  -13.147684    -0.7159114   -7.2097116]"
Kankash-Rooydad-320.mp3,"[-2.10746002e+02  1.44396561e+02  8.59906197e+00  3.83980904e+01
 -1.80003047e+00  1.53395348e+01 -5.13138962e+00  9.18665123e+00
  1.20000637e+00  7.43690655e-02 -6.99053001e+00  1.26354275e-02
  2.90789986e+00]"
shervin - Mikosham Barat.mp3,"[-171.63234    146.8252     -44.871513    44.67051    -27.564716
   21.969645    -6.2109375  -13.386744     7.768435   -19.35496
    7.2458544   -3.7427554    5.071368 ]"
Shervin Hajipour - Miboosamet.mp3,"[-252.64311    120.05483     12.182675    35.629898    11.582635
   26.58474     -8.982508     3.6567423    1.1018695    2.866009
   -4.0860643    3.4404147    0.5651552]"
Shervin - Boodi Bara Man.mp3,"[-226.85382    133.23767      9.555793    24.851397    -5.471154
   27.773842    -2.0455463    4.5991926    5.3847713   -7.105543
   -8.335515     7.550993     1.163931 ]"
Shervin - Bimeye Omr.mp3,"[-222.47528    133.82333      8.797841    19.017857   -11.304458
   21.029854   -10.9270525   -2.150646    -1.9028461  -16.40187
  -15.4853       9.760617    -4.786476 ]"
Banafsheh_1lx61_XrXsA_140.mp3,"[-237.78503     211.43066     -21.316242     -1.1815051    20.977163
   -1.5432646   -10.878002      7.4522943    -2.3987656   -10.751586
   -0.52892894   -2.0310397    -3.0606372 ]"
4.Kaash.mp3,"[-213.30873    131.23857    -44.53133     53.214108    -2.557119
    9.723672    -7.257514     6.592861    -1.5039726   -3.360697
   -3.374238     3.667244    -1.9957998]"
RapIRAN_i - Therapy - Eycin.mp3,"[-171.26486     136.31396     -13.222224     34.59074      -8.386273
   20.84451      -1.7066789     2.216116     -4.6661496    -4.0308456
   -9.7039795    -2.666405     -0.72813416]"
02 Dar Astaneye Piri.mp3,"[-1.5538200e+02  1.4991446e+02 -1.4005487e+01  2.4790047e+01
  1.1544243e+00  1.9533930e+01 -2.8225923e+00  7.2006097e+00
  8.5624540e-01  5.4579935e+00 -5.3297657e-01 -1.0381367e-01
  1.1769770e+00]"
Rooberoo.mp3,"[-2.14037292e+02  1.43538910e+02 -7.79697752e+00  3.08957481e+01
 -1.11776905e+01  1.48300810e+01 -1.13552160e+01  1.95587659e+00
 -5.53072834e+00 -2.92892098e-01 -7.06112385e+00  4.40095440e-02
 -4.10891676e+00]"
02  Hidden - Raha (Ft. Arash Dara).mp3,"[-1.7073625e+02  1.2534818e+02  1.1691473e+00  3.9715866e+01
 -1.7155645e+01  2.5899080e+01 -3.2388220e+00  2.0494857e+00
 -1.0186934e+00  3.6634562e+00 -5.7826366e+00  1.1734375e-01
  4.7586884e+00]"
1682528999872427352NA-140_-_audio_only_medium.m4a,"[-154.14684    131.85336      1.5241828   53.22364    -11.648593
   33.76195    -15.584294    12.719456    -8.949543     4.4015093
  -12.189259     7.8612065    3.158689 ]"
Mehdi Jahani Gheyre Mamooli.mp3,"[-78.317856  110.259346   16.481916   22.556421   -4.5560536  25.01513
 -12.2117195  22.220276   -6.648324   11.620965  -12.367899   10.132585
  -3.0386732]"
Naaji-Door-Dast-(Ft-Mostaqel)-320.mp3,"[-145.7525     120.82033     -3.1863918   43.323067    -2.559822
   27.408981    -7.526431    15.00078     -5.73316     -1.2474614
  -11.384542     2.598273    -2.1870878]"
Naaji - Shab.mp3,"[-1.9708678e+02  1.4016147e+02 -4.0297055e+00  3.7547855e+01
  2.4520984e+00  2.1536215e+01  4.0130186e+00  1.2253529e+01
 -9.5836461e-02  7.2115149e+00 -1.1894610e+00  5.8788311e-02
  5.0294700e+00]"
Naaji - тоска.mp3,"[-191.30276     135.6865       -8.813902     22.649855     -3.0491884
   10.164017     -3.0480618     8.769576     -5.2602777     0.28650942
   -5.1508923     2.0730052     2.2638414 ]"
RapIRAN_i - Joz ma - The YSB.mp3,"[-1.63618378e+02  1.36681046e+02  4.72871399e+00  3.59681854e+01
 -1.38976908e+01  3.15406208e+01 -1.16368065e+01  8.21452618e+00
 -3.25848125e-02 -5.35921717e+00 -4.92976236e+00  5.38024664e+00
 -3.88371325e+00]"
Sam Goharbin - Schizo.mp3,"[-139.63188    144.9892      -2.8252034   30.484238    -6.288296
   21.364616    -9.4978       6.5548873   -6.0059752    5.548487
   -1.0832592    2.1560874   -4.2411556]"
Dariush - Balatar (320) (R3D).mp3,"[-104.21601     143.0997      -42.625904     41.978928     -5.557125
   20.890377    -12.415189     17.871984     -8.769158      2.2856827
    4.910688      1.2637014     0.14485456]"
16 Gol Hamrahe Nasim.mp3,"[-227.38213    197.29456    -73.876686   -27.260015    25.628681
  -11.0948925  -15.434233     1.2681098   -9.25215    -16.562063
   -4.355804    -5.5573273   -9.917234 ]"
mp3,"[-326.41782     165.16711      31.503347     24.376389     13.401677
   -3.7353365    -0.4958624     6.380304      6.767808      0.67356104
   -2.2771926    -3.2542975    -6.2052765 ]"
Moein – Bavaram Kon.mp3,"[-145.44904    127.368324   -44.182392    44.25906    -15.362745
   17.5578     -17.738758    13.415636    -1.3824631    2.7449358
   -5.8229547    7.614602    -4.4455857]"
معین  - سایه.mp3,"[-207.92848    147.11276     -1.8237582   37.074677    -2.910496
   15.28501    -17.033678     7.1078143   -1.3513271   -5.7765346
  -11.050323     2.8607562   -7.054593 ]"
gooshe_net_بهرخ_شورورزی_در_خیالم_دنیایی_را_میخواهم.mp3,"[-299.4141     148.15764     18.32036     37.729713    -3.44357
   10.474924     1.4698428    6.4688125    5.90907    -20.567934
   -4.110961    -3.2679522   -8.250085 ]"
Hayedeh-Pashimoon-128.mp3,"[-282.04187    161.38109    -46.296932    -5.3601413    3.8470156
  -18.956358   -15.943389    -0.8332091  -10.595543   -15.977928
   -2.3243356  -11.136801    -9.22405  ]"
"1646224178_Safir, Otagh Band - Beraghs.mp3","[-2.3242531e+02  1.3006137e+02 -6.9970422e+00  2.0022385e+01
  5.6911521e+00  1.1653143e+01  1.9287758e-01  7.8682642e+00
  6.6205988e+00  2.5438359e+00  5.4871720e-01  3.0401556e+00
 -3.5388925e+00]"
"1646223306_Safir, Otagh Band - Lalaee.mp3","[-208.55624     151.01614      -0.77325255   23.936562      3.6788666
   17.547693      1.6712061     8.714439      6.235542      4.088568
   -3.4633217     3.3929472     0.73315233]"
04 - Farid Ft. Reza Pishro & Cin - To Yani.mp3,"[-130.30176    139.75577     14.223413    29.608824   -12.681088
   23.348497    -6.115772     8.55897     -1.6782995    3.9235685
   -7.628804     4.130784     1.4193292]"
01 - Farid Ft. Reza Pishro - Mitooni.mp3,"[-94.19617   109.571236   -2.774825   35.222885  -10.044576   28.179684
 -10.927824   13.661555   -0.6800805  12.76528    -3.3864357  12.157225
   0.2903019]"
Reza Pishro- Aghrab.mp3,"[-107.99016    118.36277    -13.184271    49.18588    -28.379633
   26.565725    -7.946209     8.698812    -9.242769     3.6322505
   -5.1064296   -1.0140795   -2.0256145]"
"DMT [Prod. Kagan , Matinam].mp3","[-159.06203     134.72868      -6.710526     34.70518      -1.4239835
   25.228533    -19.738409      7.87731      -0.16175586   -8.095206
   -1.7349703    -1.9875375    -7.8475027 ]"
Bache  Bad B [Prod. Dehghan].mp3,"[-1.6241292e+02  1.3906709e+02  1.0598201e+01  3.0549526e+01
 -3.3578947e-01  3.1624331e+01 -1.7368677e+01  1.6237629e+01
 -2.0237021e+00  1.0015544e-01 -1.0851363e+00  5.2154155e+00
  9.6707672e-01]"
"@Nalepale - Begoo Salam 2 - Reza Pishro, Tohi, Ali Owj.mp3","[-139.96077    145.34633    -10.84375     43.5725      -7.1893606
   26.30366    -11.417197     8.386748    -3.7552612    1.7774094
   -5.160588     2.8890803    1.0426873]"
@RapRelease -Ofoghe Rouydad.mp3,"[-110.98815    153.65906    -29.743385    46.16083    -10.979341
   19.163712    -9.961165     8.705004    -1.4583051   -2.9946027
   -1.9559777   -5.0097923   -1.047153 ]"
@RapRelease -Enteghal.mp3,"[-92.86527   157.22179   -38.525467   43.687798  -16.415888   27.54734
 -12.880539   11.742125    2.3291981  -1.4694023   2.3970969  -1.5910666
   3.1361732]"
@RapRelease -Siah Chaale.mp3,"[-106.67288     170.0551      -24.439672     40.02946      -9.731509
   26.352598     -8.536197      5.021776      4.598391     -3.2554924
    0.24829626   -0.9995831     2.0360663 ]"
@RapRelease -Jahesh.mp3,"[-121.00665    162.73273    -29.54842     35.8329     -13.165125
   14.183333   -18.85585     -1.5588304   -4.6044974   -8.772165
   -8.262348    -4.20177     -1.7944496]"
Bamdad - Movaghat [Prod. Motreb].mp3,"[-1.6752856e+02  1.2898566e+02 -1.0655212e+01  2.3244350e+01
 -1.1985008e+01  2.2670237e+01 -2.0214954e+01 -8.3705384e-01
 -6.2216215e+00 -4.6860580e+00 -7.2592702e+00 -4.1909933e+00
  6.2824138e-02]"
Peyman Salimi - Nahan.mp3,"[-1.5610667e+02  1.6525464e+02 -6.7807331e+00  2.9172766e+01
  5.6223318e-02  1.6926640e+01 -1.0073298e+01  1.1102872e+01
 -6.7198400e+00 -3.2245691e+00  1.4727204e+00 -4.3531122e+00
  3.9839980e-01]"
1|1 - Ten Thousand Miles Away - Peyman Salimi  Eendo (320).mp3,"[-140.94781    132.1702      28.465504    50.658123     4.350844
   23.582905    -1.1949621   14.005148    -5.178023     1.7349205
   -5.171785     3.4772956   -4.096156 ]"
@RapiWar - Akharin Shab - Hoomaan - Ashkan Kagan.mp3,"[-2.3600505e+02  1.4536398e+02  7.9936872e+00  2.1998528e+01
  4.1902084e+00  1.5941113e+01  8.7351429e-01  5.9685186e-02
  4.1043818e-01 -8.6624403e+00 -8.6462564e+00 -6.4536972e+00
 -3.9126747e+00]"
Ezza - KhoshHalam (320).mp3,"[-153.09659     136.50145      -0.48442248   38.949924     -9.175779
   12.002222    -17.591787      1.3311244    -8.21997      -8.9569
  -12.989228     -1.7538636   -10.66288   ]"
Bargard.mp3,"[-142.48451    113.64154      8.4764185   28.496704    -2.310343
   18.758223    -1.6944994    2.4365501   -3.7446866    0.5828641
   -9.7324       1.8978658    0.617964 ]"
Meysam-Ebrahimi-Mizane-Bad-128.mp3,"[-115.52265    105.39725     -1.7084491   31.72612    -25.932602
   27.65994    -20.869917    13.870545   -17.585451     6.3264885
  -13.605681     9.691197    -0.1484121]"
Masoud-Sadeghloo-Esmet-Chiye-128.mp3,"[-115.79175     107.38311     -17.970985     39.211517    -16.74411
   29.45742     -24.207909     10.378125     -8.24677      10.330963
  -10.683578      5.571654      0.26861578]"
آهنگ_شنیدنی_نازنین_یار_من_از_بانو_دلکش_O_lHl1m5c1I_140.mp3,"[-127.56603    219.99702    -88.9412     -18.008783    31.761133
  -13.673215   -13.077212    15.101532    -9.515369    -5.770639
   -2.7095137   -3.8107383   -3.344902 ]"
Delkash - Hekayate Del.mp3,"[-267.67715    215.84837     20.976774   -26.832048   -19.652884
  -39.13254    -22.252392     7.765677   -13.236411   -35.14678
  -17.864666    -6.1059365  -13.716717 ]"
Delkash - Par Baste.mp3,"[-283.0058     185.75433    -38.21338     20.497839     8.530509
  -38.857113   -10.230832    11.499764    -9.3077965  -15.101066
   -2.1473815   -2.4841018  -16.90511  ]"
Delkash - Bahar Shod.m4a,"[-2.7990207e+02  2.1577654e+02  1.8692141e+01 -2.7553413e+01
  8.6399956e+00  6.4594226e+00 -8.5253935e+00 -2.5049486e+00
  1.8981948e-01 -4.8501978e+00 -5.6058717e+00 -1.3821055e+00
 -2.8135333e+00]"
Delkash - Bordi Az Yadam.mp3,"[-243.68643    163.42484    -31.730486    22.503794   -11.583983
   -6.1073904  -11.458174   -17.027359     2.8918195  -15.140963
  -15.696858    -4.532629    -1.6744982]"
Dekamond - Delam Koo.mp3,"[-167.45497    135.04102     10.285258    35.22505     -7.5182877
   26.50291     -4.8886766    7.820097    -4.7402606   -8.204301
  -13.086292    -2.0789227    3.875865 ]"
Gdaal - Barmigardeh (Ft The Don & Mahta).mp3,"[-150.0731     124.14472     -1.7907064   30.279198    -3.954554
   24.786613   -20.958578     7.3941307  -12.133414    -0.6993362
   -1.605948    -0.8504907   -4.837935 ]"
Ali Yasini - Nesfe Shab (320).mp3,"[-1.4118668e+02  1.1480508e+02  1.5775752e+01  5.1700287e+01
 -8.7599030e+00  2.5621935e+01 -9.0532694e+00  1.8848972e+01
 -4.9142718e+00  8.6736012e+00 -6.7510877e+00  1.1075775e+01
 -1.7447913e-02]"
Saman Jalili _ Donbale Man Nagard (320).mp3,"[-118.50763     136.56635      -4.7956967    42.15936     -22.537863
   17.040127    -14.73041      14.934432     -3.715757     -8.2841015
  -10.4253435     6.9302597    -0.22384903]"
Shahram Shokoohi - Dele Divooneh.mp3,"[-104.48497     123.88732     -12.917009     45.71124      -2.7014754
   12.28716     -14.117009     15.497809     -4.182032      2.0366733
   -4.564662      2.2092035     0.49858233]"
Tobeh_Shekastam_Original_Mix__7X4FMjEkhNk_140.mp3,"[-89.56561    138.82202    -30.738894    56.34488    -14.61163
  28.44884    -18.933872    18.668987    -0.49474442  -1.944596
  -1.6408178  -10.476686     1.1581305 ]"
Ali Mir - Na Dige Na (320).mp3,"[-158.33383     97.19346     51.27029     10.662869   -12.326253
   26.413485   -10.15326     10.921459   -12.938243     1.4760826
   -9.242199     4.1195426   -4.183598 ]"
Shervin_Piruze_Musicya_iR_–_Begoo_Chera_موزیکیا_.mp3,"[-155.4617      146.89198      -3.0745187    41.182796    -16.003304
   23.862547     -7.639036     13.573853     -7.1019306   -12.966861
   -8.592445     -0.16579778   -5.1707935 ]"
1|1 - Didi Yadet Raft - Maziyar Naseri (320).mp3,"[-114.60532    134.76874     15.863004    32.1656     -13.17038
   29.517162   -13.154973    16.274319    -1.6093202    7.7300644
   -6.329755    12.625803     2.8048596]"
Haamim - Avalash.mp3,"[-133.59563    125.77699      2.1648576   41.14451    -12.107079
   23.908316    -5.2459836   12.11517     -3.4400842    1.7107134
   -9.90429      5.027138     1.7327725]"
01 Dayan - Hale Man Khoob Nist.mp3,"[-157.30109    142.5734     -11.068415    34.84718     -5.370186
   27.360931    -8.925449     2.222954    -4.9930677    2.2373798
   -9.842204    -1.8750364   -1.045664 ]"
@HipHopFree - ghol bede hamin emshab (freestyle) Hoomaan.mp3,"[-179.35405    149.23782    -27.641176    32.44011    -13.360768
   24.999659    -8.010638     3.510445   -15.153884   -14.398681
  -15.357862    -7.7583194   -8.738388 ]"
Hoomaan-Begoo-Ke-Nemiri-320.mp3,"[-148.99689    153.08981     -7.52263     26.271057   -11.796565
   18.676031    -9.157426    -1.0508047   -1.8596467   -5.4520288
  -12.95315     -4.1837225   -4.704426 ]"
7. Canapus - Ghabe Aks.mp3,"[-121.40001   131.16603    13.88457    25.764437   -9.974558   35.3054
  -15.775121    9.848861  -16.303839    8.809782  -19.80972     5.861151
   -6.967489]"
04.Shahla Ft.Jm (Motreb).mp3,"[-1.6208430e+02  1.5484692e+02 -1.6788113e+01  3.9254726e+01
 -4.1518512e+00  1.0219096e+01  9.8442145e-02  3.2505159e+00
  3.4551218e+00  1.2323409e+00  4.4677672e+00  3.5269094e+00
  6.7829809e+00]"
el diablo   MGK.mp3,"[-112.01499    143.46387    -22.297337    45.682507     9.202258
   29.84543     -2.4488351    9.424571     9.215587     5.620563
    0.6444518    2.8942645    1.2277825]"
01 Tobey.m4a,"[-133.24098    126.709236   -13.496636    40.81578     -4.267483
   23.651186   -10.56473     11.072161    -1.0741739    3.3387516
   -0.1955887    1.4394801    1.4065292]"
1|7 - FLOOR 13 - mgk (320).mp3,"[-131.6397      110.59983      -8.656035     36.87512     -12.966555
   31.544226     -9.354719      4.490478     -0.57047445    5.2459965
   -2.663906      4.1734853    -4.927447  ]"
1|8 - Roulette - mgk (320).mp3,"[-124.96035     141.64197     -18.711264     42.636875    -12.377045
   28.290941     -0.5351921     3.0522351     7.044459      1.6964796
    2.0057974     4.838059     -0.14944883]"
Moein - Be Yade Susan.mp3,"[-354.3746     162.5296       3.3973148   26.190561     2.9760292
   11.999985   -17.672901    -3.8874545    7.175513   -17.356335
   -7.8347855    2.6115744   -5.419277 ]"
Moein-Miparastam-320.mp3,"[-218.59917    158.8434     -18.488462    33.188522    -5.091678
    9.158489    -8.4306755    5.095604     4.78903     -7.6546702
   -7.644999     1.03952      0.9796766]"
